id,source_id,target_model,model_name,reference_label,framing_style,base_claim,subset_name,subset_type,subset_policy
fever_185409::neutral,fever_185409,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Rick Rosner wrote the TV series that CHiPs is based on.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_185409::assertive,fever_185409,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Rick Rosner wrote the TV series that CHiPs is based on.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_185409::authoritative,fever_185409,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Rick Rosner wrote the TV series that CHiPs is based on.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212771::neutral,fever_212771,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,The undergraduate college of Harvard University became coeducational in 1977.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212771::assertive,fever_212771,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,The undergraduate college of Harvard University became coeducational in 1977.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212771::authoritative,fever_212771,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,The undergraduate college of Harvard University became coeducational in 1977.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_187225::neutral,fever_187225,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,The Hurt Locker was only ever released in the UK in 2010.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_187225::assertive,fever_187225,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,The Hurt Locker was only ever released in the UK in 2010.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_187225::authoritative,fever_187225,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,The Hurt Locker was only ever released in the UK in 2010.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_186941::neutral,fever_186941,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,Cher was released only by Sony Music.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_186941::assertive,fever_186941,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,Cher was released only by Sony Music.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_186941::authoritative,fever_186941,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,Cher was released only by Sony Music.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_181863::neutral,fever_181863,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Princess Mononoke has a violent animal.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_181863::assertive,fever_181863,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Princess Mononoke has a violent animal.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_181863::authoritative,fever_181863,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Princess Mononoke has a violent animal.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_92172::neutral,fever_92172,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Neil Diamond is a painter.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_92172::assertive,fever_92172,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Neil Diamond is a painter.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_92172::authoritative,fever_92172,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Neil Diamond is a painter.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_223772::neutral,fever_223772,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Ralph Fults was a Roaring Twenties era outlaw and escape artist.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_223772::assertive,fever_223772,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Ralph Fults was a Roaring Twenties era outlaw and escape artist.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_223772::authoritative,fever_223772,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Ralph Fults was a Roaring Twenties era outlaw and escape artist.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_15883::neutral,fever_15883,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,The Concert for Bangladesh provided valuable lessons and inspiration for projects that followed.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_15883::assertive,fever_15883,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,The Concert for Bangladesh provided valuable lessons and inspiration for projects that followed.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_15883::authoritative,fever_15883,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,The Concert for Bangladesh provided valuable lessons and inspiration for projects that followed.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_19721::neutral,fever_19721,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,The Indian Institute of Management Bangalore refuses to provide a post graduate program.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_19721::assertive,fever_19721,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,The Indian Institute of Management Bangalore refuses to provide a post graduate program.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_19721::authoritative,fever_19721,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,The Indian Institute of Management Bangalore refuses to provide a post graduate program.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_116755::neutral,fever_116755,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Trollhunters was directed by DreamWorks Animation.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_116755::assertive,fever_116755,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Trollhunters was directed by DreamWorks Animation.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_116755::authoritative,fever_116755,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Trollhunters was directed by DreamWorks Animation.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_219138::neutral,fever_219138,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Valencia is in the mountains.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_219138::assertive,fever_219138,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Valencia is in the mountains.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_219138::authoritative,fever_219138,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Valencia is in the mountains.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_193890::neutral,fever_193890,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Bea Arthur was a vegan.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_193890::assertive,fever_193890,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Bea Arthur was a vegan.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_193890::authoritative,fever_193890,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Bea Arthur was a vegan.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_63373::neutral,fever_63373,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,Billie Joe Armstrong is an American musician.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_63373::assertive,fever_63373,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,Billie Joe Armstrong is an American musician.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_63373::authoritative,fever_63373,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,Billie Joe Armstrong is an American musician.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_145013::neutral,fever_145013,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,Shane McMahon is not a wrestler.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_145013::assertive,fever_145013,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,Shane McMahon is not a wrestler.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_145013::authoritative,fever_145013,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,Shane McMahon is not a wrestler.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_195817::neutral,fever_195817,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,Jeong Hyeong-don has worked under FNC Entertainment.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_195817::assertive,fever_195817,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,Jeong Hyeong-don has worked under FNC Entertainment.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_195817::authoritative,fever_195817,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,Jeong Hyeong-don has worked under FNC Entertainment.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_124862::neutral,fever_124862,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,How to Train Your Dragon 2 used old animation software.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_124862::assertive,fever_124862,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,How to Train Your Dragon 2 used old animation software.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_124862::authoritative,fever_124862,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,How to Train Your Dragon 2 used old animation software.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_209855::neutral,fever_209855,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,Tie Your Mother Down was released as a single in 1976.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_209855::assertive,fever_209855,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,Tie Your Mother Down was released as a single in 1976.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_209855::authoritative,fever_209855,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,Tie Your Mother Down was released as a single in 1976.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_119915::neutral,fever_119915,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,"NRG Recording Studios is located outside of North Hollywood, California.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_119915::assertive,fever_119915,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,"NRG Recording Studios is located outside of North Hollywood, California.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_119915::authoritative,fever_119915,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,"NRG Recording Studios is located outside of North Hollywood, California.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_179298::neutral,fever_179298,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Franchising is regulated in thirty-three states.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_179298::assertive,fever_179298,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Franchising is regulated in thirty-three states.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_179298::authoritative,fever_179298,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Franchising is regulated in thirty-three states.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_112277::neutral,fever_112277,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,"Stanley Williams was executed in March 5th, 2005.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_112277::assertive,fever_112277,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,"Stanley Williams was executed in March 5th, 2005.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_112277::authoritative,fever_112277,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,"Stanley Williams was executed in March 5th, 2005.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_74007::neutral,fever_74007,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Duff McKagan is Texan.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_74007::assertive,fever_74007,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Duff McKagan is Texan.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_74007::authoritative,fever_74007,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Duff McKagan is Texan.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_43041::neutral,fever_43041,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,Ingushetia was established on June.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_43041::assertive,fever_43041,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,Ingushetia was established on June.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_43041::authoritative,fever_43041,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,Ingushetia was established on June.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_150916::neutral,fever_150916,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,"Fidel Castro transferred, to his brother, his responsibilities.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_150916::assertive,fever_150916,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,"Fidel Castro transferred, to his brother, his responsibilities.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_150916::authoritative,fever_150916,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,"Fidel Castro transferred, to his brother, his responsibilities.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_28735::neutral,fever_28735,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,John Krasinski is a follower.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_28735::assertive,fever_28735,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,John Krasinski is a follower.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_28735::authoritative,fever_28735,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,John Krasinski is a follower.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_220205::neutral,fever_220205,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,Raabta (song) is a romantic Hindi song from a movie.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_220205::assertive,fever_220205,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,Raabta (song) is a romantic Hindi song from a movie.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_220205::authoritative,fever_220205,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,Raabta (song) is a romantic Hindi song from a movie.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_9075::neutral,fever_9075,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,"Eric Church was born May 3, 1975.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_9075::assertive,fever_9075,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,"Eric Church was born May 3, 1975.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_9075::authoritative,fever_9075,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,"Eric Church was born May 3, 1975.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212338::neutral,fever_212338,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Mary-Kate Olsen and Ashley Olsen are former child actresses in Hollywood.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212338::assertive,fever_212338,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Mary-Kate Olsen and Ashley Olsen are former child actresses in Hollywood.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212338::authoritative,fever_212338,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Mary-Kate Olsen and Ashley Olsen are former child actresses in Hollywood.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_178159::neutral,fever_178159,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,The World Trade Center opened in NYC.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_178159::assertive,fever_178159,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,The World Trade Center opened in NYC.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_178159::authoritative,fever_178159,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,The World Trade Center opened in NYC.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_204453::neutral,fever_204453,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,neutral,Brad Wilk started his career as a drummer in 2000.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_204453::assertive,fever_204453,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,assertive,Brad Wilk started his career as a drummer in 2000.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_204453::authoritative,fever_204453,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,authoritative,Brad Wilk started his career as a drummer in 2000.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_81096::neutral,fever_81096,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,Andrew Kevin Walker is a cat.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_81096::assertive,fever_81096,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,Andrew Kevin Walker is a cat.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_81096::authoritative,fever_81096,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,Andrew Kevin Walker is a cat.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_10272::neutral,fever_10272,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,neutral,Taran Killam isn't a writer.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_10272::assertive,fever_10272,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,assertive,Taran Killam isn't a writer.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_10272::authoritative,fever_10272,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,authoritative,Taran Killam isn't a writer.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_218244::neutral,fever_218244,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,neutral,Libya is the 16th largest country in the world in 2017.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_218244::assertive,fever_218244,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,assertive,Libya is the 16th largest country in the world in 2017.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_218244::authoritative,fever_218244,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,authoritative,Libya is the 16th largest country in the world in 2017.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
