id,source_id,target_model,model_name,reference_label,case_categories,selection_reason,source_selection_files,subset_name,subset_type,subset_policy
fever_148988::boundary_hard,fever_148988,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_216371::boundary_hard,fever_216371,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_72080::boundary_hard,fever_72080,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch; direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline. | Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv; selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_189468::boundary_hard,fever_189468,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch; direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline. | Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv; selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_51233::boundary_hard,fever_51233,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_164991::boundary_hard,fever_164991,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_217220::boundary_hard,fever_217220,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_185430::boundary_hard,fever_185430,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_47993::boundary_hard,fever_47993,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_79169::boundary_hard,fever_79169,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_29618::boundary_hard,fever_29618,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_74807::boundary_hard,fever_74807,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_101049::boundary_hard,fever_101049,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_71757::boundary_hard,fever_71757,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_18615::boundary_hard,fever_18615,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_225307::boundary_hard,fever_225307,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_179272::boundary_hard,fever_179272,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_823::boundary_hard,fever_823,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_109865::boundary_hard,fever_109865,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_46793::boundary_hard,fever_46793,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_66551::boundary_hard,fever_66551,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_128902::boundary_hard,fever_128902,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_86438::boundary_hard,fever_86438,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_143565::boundary_hard,fever_143565,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,boundary_indicator_mismatch,Real NEI case where hallucination_control and uncertainty_handling separate.,selected_boundary_indicator_mismatch.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_100584::boundary_hard,fever_100584,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_127539::boundary_hard,fever_127539,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_130920::boundary_hard,fever_130920,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_130703::boundary_hard,fever_130703,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_130392::boundary_hard,fever_130392,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_129752::boundary_hard,fever_129752,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_129441::boundary_hard,fever_129441,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_128741::boundary_hard,fever_128741,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_128538::boundary_hard,fever_128538,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_127872::boundary_hard,fever_127872,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_127833::boundary_hard,fever_127833,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_125437::boundary_hard,fever_125437,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_12747::boundary_hard,fever_12747,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_12684::boundary_hard,fever_12684,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_126399::boundary_hard,fever_126399,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_126100::boundary_hard,fever_126100,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_126009::boundary_hard,fever_126009,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_125836::boundary_hard,fever_125836,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_125695::boundary_hard,fever_125695,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_125557::boundary_hard,fever_125557,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_131295::boundary_hard,fever_131295,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_131422::boundary_hard,fever_131422,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_131931::boundary_hard,fever_131931,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_138047::boundary_hard,fever_138047,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_137741::boundary_hard,fever_137741,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,backend_disagreement,Same fixed target response receives substantially different scores across evaluator backends.,selected_backend_disagreement.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_32687::boundary_hard,fever_32687,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_120210::boundary_hard,fever_120210,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_54142::boundary_hard,fever_54142,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_51098::boundary_hard,fever_51098,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_49268::boundary_hard,fever_49268,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_118810::boundary_hard,fever_118810,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_108281::boundary_hard,fever_108281,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_108202::boundary_hard,fever_108202,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_184083::boundary_hard,fever_184083,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_108003::boundary_hard,fever_108003,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_102875::boundary_hard,fever_102875,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_93250::boundary_hard,fever_93250,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_138103::boundary_hard,fever_138103,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_80124::boundary_hard,fever_80124,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_211286::boundary_hard,fever_211286,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_97739::boundary_hard,fever_97739,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_125513::boundary_hard,fever_125513,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_127872::boundary_hard,fever_127872,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_155413::boundary_hard,fever_155413,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_70599::boundary_hard,fever_70599,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_46970::boundary_hard,fever_46970,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_137482::boundary_hard,fever_137482,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_63836::boundary_hard,fever_63836,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_94058::boundary_hard,fever_94058,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_71853::boundary_hard,fever_71853,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_63836::boundary_hard,fever_63836,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_49706::boundary_hard,fever_49706,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_130717::boundary_hard,fever_130717,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_29146::boundary_hard,fever_29146,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
